,driverID,race,qualipos,racepos
0,alguersuari,1,18,9
1,alonso,1,3,7
2,barrichello,1,11,12
3,bruno_senna,1,23,19
4,buemi,1,15,15
5,button,1,8,3
7,glock,1,19,22
8,grassi,1,22,18
9,hamilton,1,4,2
10,hulkenberg,1,13,16
11,kobayashi,1,16,14
12,kovalainen,1,21,17
13,kubica,1,9,5
14,liuzzi,1,12,24
15,massa,1,2,10
16,michael_schumacher,1,7,23
17,petrov,1,17,6
19,rosberg,1,5,4
20,sutil,1,10,13
21,trulli,1,20,21
22,vettel,1,1,1
23,webber,1,6,8
24,alguersuari,2,17,9
25,alonso,2,3,7
26,barrichello,2,8,12
27,bruno_senna,2,23,19
28,buemi,2,12,15
29,button,2,4,3
31,glock,2,21,22
32,grassi,2,22,18
33,hamilton,2,11,2
34,hulkenberg,2,15,16
35,kobayashi,2,16,14
36,kovalainen,2,19,17
37,kubica,2,9,5
38,liuzzi,2,13,24
39,massa,2,5,10
40,michael_schumacher,2,7,23
41,petrov,2,18,6
43,rosberg,2,6,4
44,sutil,2,10,13
45,trulli,2,20,21
46,vettel,2,1,1
47,webber,2,2,8
48,alguersuari,3,14,9
49,alonso,3,19,7
50,barrichello,3,7,12
51,bruno_senna,3,23,19
52,buemi,3,13,15
53,button,3,17,3
55,glock,3,16,22
56,grassi,3,24,18
57,hamilton,3,20,2
58,hulkenberg,3,5,16
59,kobayashi,3,9,14
60,kovalainen,3,15,17
61,kubica,3,6,5
62,liuzzi,3,10,24
63,massa,3,21,10
64,michael_schumacher,3,8,23
65,petrov,3,11,6
67,rosberg,3,2,4
68,sutil,3,4,13
69,trulli,3,18,21
70,vettel,3,3,1
71,webber,3,1,8
72,alguersuari,4,12,9
73,alonso,4,3,7
74,barrichello,4,11,12
75,bruno_senna,4,23,19
76,buemi,4,13,15
77,button,4,5,3
79,glock,4,19,22
80,grassi,4,22,18
81,hamilton,4,6,2
82,hulkenberg,4,16,16
83,kobayashi,4,15,14
84,kovalainen,4,21,17
85,kubica,4,8,5
86,liuzzi,4,18,24
87,massa,4,7,10
88,michael_schumacher,4,9,23
89,petrov,4,14,6
91,rosberg,4,4,4
92,sutil,4,10,13
93,trulli,4,20,21
94,vettel,4,1,1
95,webber,4,2,8
96,alguersuari,5,16,9
97,alonso,5,4,7
98,barrichello,5,18,12
99,bruno_senna,5,24,19
100,buemi,5,15,15
101,button,5,5,3
103,glock,5,21,22
104,grassi,5,22,18
105,hamilton,5,3,2
106,hulkenberg,5,13,16
107,kobayashi,5,10,14
108,kovalainen,5,20,17
109,kubica,5,7,5
110,liuzzi,5,17,24
111,massa,5,9,10
112,michael_schumacher,5,6,23
113,petrov,5,14,6
115,rosberg,5,8,4
116,sutil,5,11,13
117,trulli,5,19,21
118,vettel,5,2,1
119,webber,5,1,8
120,alguersuari,6,17,9
121,alonso,6,24,7
122,barrichello,6,9,12
123,bruno_senna,6,22,19
124,buemi,6,13,15
125,button,6,8,3
127,glock,6,20,22
128,grassi,6,21,18
129,hamilton,6,5,2
130,hulkenberg,6,11,16
131,kobayashi,6,16,14
132,kovalainen,6,18,17
133,kubica,6,2,5
134,liuzzi,6,10,24
135,massa,6,4,10
136,michael_schumacher,6,7,23
137,petrov,6,14,6
139,rosberg,6,6,4
140,sutil,6,12,13
141,trulli,6,19,21
142,vettel,6,3,1
143,webber,6,1,8
144,alguersuari,7,16,9
145,alonso,7,12,7
146,barrichello,7,15,12
147,bruno_senna,7,22,19
148,buemi,7,14,15
149,button,7,4,3
151,glock,7,21,22
152,grassi,7,23,18
153,hamilton,7,2,2
154,hulkenberg,7,17,16
155,kobayashi,7,10,14
156,kovalainen,7,20,17
157,kubica,7,7,5
158,liuzzi,7,18,24
159,massa,7,8,10
160,michael_schumacher,7,5,23
161,petrov,7,9,6
163,rosberg,7,6,4
164,sutil,7,11,13
165,trulli,7,19,21
166,vettel,7,3,1
167,webber,7,1,8
168,alguersuari,8,16,9
169,alonso,8,4,7
170,barrichello,8,11,12
171,bruno_senna,8,22,19
172,buemi,8,15,15
173,button,8,5,3
175,glock,8,21,22
176,grassi,8,23,18
177,hamilton,8,1,2
178,hulkenberg,8,12,16
179,kobayashi,8,18,14
180,kovalainen,8,19,17
181,kubica,8,8,5
182,liuzzi,8,6,24
183,massa,8,7,10
184,michael_schumacher,8,13,23
185,petrov,8,14,6
187,rosberg,8,10,4
188,sutil,8,9,13
189,trulli,8,20,21
190,vettel,8,3,1
191,webber,8,2,8
192,alguersuari,9,17,9
193,alonso,9,4,7
194,barrichello,9,9,12
195,bruno_senna,9,24,19
196,buemi,9,11,15
197,button,9,7,3
199,glock,9,22,22
200,grassi,9,21,18
201,hamilton,9,3,2
202,hulkenberg,9,8,16
203,kobayashi,9,18,14
204,kovalainen,9,20,17
205,kubica,9,6,5
206,liuzzi,9,14,24
207,massa,9,5,10
208,michael_schumacher,9,15,23
209,petrov,9,10,6
211,rosberg,9,12,4
212,sutil,9,13,13
213,trulli,9,19,21
214,vettel,9,1,1
215,webber,9,2,8
216,alguersuari,10,18,9
217,alonso,10,3,7
218,barrichello,10,8,12
219,buemi,10,17,15
220,button,10,14,3
222,glock,10,20,22
223,grassi,10,22,18
224,hamilton,10,4,2
225,hulkenberg,10,13,16
226,kobayashi,10,12,14
227,kovalainen,10,19,17
228,kubica,10,6,5
229,liuzzi,10,15,24
230,massa,10,7,10
231,michael_schumacher,10,10,23
232,petrov,10,16,6
234,rosberg,10,5,4
235,sutil,10,11,13
236,trulli,10,21,21
237,vettel,10,1,1
238,webber,10,2,8
240,alguersuari,11,16,9
241,alonso,11,2,7
242,barrichello,11,8,12
243,bruno_senna,11,21,19
244,buemi,11,17,15
245,button,11,5,3
246,glock,11,20,22
247,grassi,11,24,18
248,hamilton,11,6,2
249,hulkenberg,11,10,16
250,kobayashi,11,12,14
251,kovalainen,11,19,17
252,kubica,11,7,5
253,liuzzi,11,22,24
254,massa,11,3,10
255,michael_schumacher,11,11,23
256,petrov,11,13,6
258,rosberg,11,9,4
259,sutil,11,14,13
260,trulli,11,18,21
261,vettel,11,1,1
262,webber,11,4,8
264,alguersuari,12,17,9
265,alonso,12,3,7
266,barrichello,12,12,12
267,bruno_senna,12,23,19
268,buemi,12,15,15
269,button,12,11,3
270,glock,12,19,22
271,grassi,12,22,18
272,hamilton,12,5,2
273,hulkenberg,12,10,16
274,kobayashi,12,18,14
275,kovalainen,12,20,17
276,kubica,12,8,5
277,liuzzi,12,16,24
278,massa,12,4,10
279,michael_schumacher,12,14,23
280,petrov,12,7,6
282,rosberg,12,6,4
283,sutil,12,13,13
284,trulli,12,21,21
285,vettel,12,1,1
286,webber,12,2,8
288,alguersuari,13,13,9
289,alonso,13,10,7
290,barrichello,13,7,12
291,bruno_senna,13,20,19
292,buemi,13,15,15
293,button,13,5,3
294,glock,13,17,22
295,grassi,13,23,18
296,hamilton,13,2,2
297,hulkenberg,13,9,16
298,kobayashi,13,19,14
299,kovalainen,13,16,17
300,kubica,13,3,5
301,liuzzi,13,14,24
302,massa,13,6,10
303,michael_schumacher,13,11,23
304,petrov,13,24,6
306,rosberg,13,12,4
307,sutil,13,8,13
308,trulli,13,18,21
309,vettel,13,4,1
310,webber,13,1,8
312,alguersuari,14,16,9
313,alonso,14,1,7
314,barrichello,14,10,12
315,bruno_senna,14,23,19
316,buemi,14,14,15
317,button,14,2,3
318,glock,14,21,22
319,grassi,14,22,18
320,hamilton,14,5,2
321,hulkenberg,14,8,16
322,kobayashi,14,13,14
323,kovalainen,14,19,17
324,kubica,14,9,5
325,liuzzi,14,20,24
326,massa,14,3,10
327,michael_schumacher,14,12,23
328,petrov,14,15,6
330,rosberg,14,7,4
331,sutil,14,11,13
332,trulli,14,18,21
333,vettel,14,6,1
334,webber,14,4,8
336,alguersuari,15,11,9
337,alonso,15,1,7
338,barrichello,15,6,12
339,bruno_senna,15,23,19
340,buemi,15,14,15
341,button,15,4,3
342,glock,15,18,22
343,grassi,15,20,18
344,hamilton,15,3,2
345,heidfeld,15,15,11
346,hulkenberg,15,12,16
347,klien,15,22,20
348,kobayashi,15,10,14
349,kovalainen,15,19,17
350,kubica,15,8,5
351,liuzzi,15,17,24
352,massa,15,24,10
353,michael_schumacher,15,9,23
354,petrov,15,13,6
355,rosberg,15,7,4
356,sutil,15,16,13
357,trulli,15,21,21
358,vettel,15,2,1
359,webber,15,5,8
360,alguersuari,16,16,9
361,alonso,16,5,7
362,barrichello,16,8,12
363,bruno_senna,16,23,19
364,buemi,16,18,15
365,button,16,6,3
366,glock,16,22,22
367,grassi,16,21,18
368,hamilton,16,3,2
369,heidfeld,16,11,11
370,hulkenberg,16,9,16
371,kobayashi,16,14,14
372,kovalainen,16,20,17
373,kubica,16,4,5
374,liuzzi,16,17,24
375,massa,16,12,10
376,michael_schumacher,16,10,23
377,petrov,16,13,6
378,rosberg,16,7,4
379,sutil,16,15,13
380,trulli,16,19,21
381,vettel,16,1,1
382,webber,16,2,8
384,alguersuari,17,16,9
385,alonso,17,3,7
386,barrichello,17,10,12
387,bruno_senna,17,24,19
388,buemi,17,17,15
389,button,17,7,3
390,glock,17,20,22
391,grassi,17,22,18
392,hamilton,17,4,2
393,heidfeld,17,13,11
394,hulkenberg,17,11,16
395,kobayashi,17,12,14
396,kovalainen,17,21,17
397,kubica,17,8,5
398,liuzzi,17,18,24
399,massa,17,6,10
400,michael_schumacher,17,9,23
401,petrov,17,15,6
402,rosberg,17,5,4
403,sutil,17,14,13
404,trulli,17,19,21
405,vettel,17,1,1
406,webber,17,2,8
408,alguersuari,18,14,9
409,alonso,18,5,7
410,barrichello,18,6,12
411,bruno_senna,18,24,19
412,buemi,18,15,15
413,button,18,11,3
414,glock,18,19,22
415,grassi,18,22,18
416,hamilton,18,4,2
417,heidfeld,18,16,11
418,hulkenberg,18,1,16
419,klien,18,23,20
420,kobayashi,18,12,14
421,kovalainen,18,21,17
422,kubica,18,7,5
423,liuzzi,18,17,24
424,massa,18,9,10
425,michael_schumacher,18,8,23
426,petrov,18,10,6
427,rosberg,18,13,4
428,sutil,18,18,13
429,trulli,18,20,21
430,vettel,18,2,1
431,webber,18,3,8
432,alguersuari,19,17,9
433,alonso,19,3,7
434,barrichello,19,7,12
435,bruno_senna,19,23,19
436,buemi,19,18,15
437,button,19,4,3
438,glock,19,21,22
439,grassi,19,22,18
440,hamilton,19,2,2
441,heidfeld,19,14,11
442,hulkenberg,19,15,16
443,klien,19,24,20
444,kobayashi,19,12,14
445,kovalainen,19,20,17
446,kubica,19,11,5
447,liuzzi,19,16,24
448,massa,19,6,10
449,michael_schumacher,19,8,23
450,petrov,19,10,6
451,rosberg,19,9,4
452,sutil,19,13,13
453,trulli,19,19,21
454,vettel,19,1,1
455,webber,19,5,8
456,alguersuari,1,12,11
457,alonso,1,5,4
458,ambrosio,1,22,19
459,barrichello,1,17,14
460,buemi,1,10,12
461,button,1,4,3
462,glock,1,21,24
463,hamilton,1,2,22
466,kobayashi,1,9,9
467,kovalainen,1,19,16
468,liuzzi,1,23,21
469,maldonado,1,15,23
470,massa,1,8,5
471,michael_schumacher,1,11,15
472,perez,1,13,13
473,petrov,1,6,10
474,resta,1,14,8
475,rosberg,1,7,7
476,sutil,1,16,6
477,trulli,1,20,18
478,vettel,1,1,2
479,webber,1,3,1
480,alguersuari,2,13,11
481,alonso,2,5,4
482,ambrosio,2,22,19
483,barrichello,2,15,14
484,buemi,2,12,12
485,button,2,4,3
486,glock,2,21,24
487,hamilton,2,2,22
490,kobayashi,2,10,9
491,kovalainen,2,19,16
492,liuzzi,2,23,21
493,maldonado,2,18,23
494,massa,2,7,5
495,michael_schumacher,2,11,15
496,perez,2,16,13
497,petrov,2,8,10
498,resta,2,14,8
499,rosberg,2,9,7
500,sutil,2,17,6
501,trulli,2,20,18
502,vettel,2,1,2
503,webber,2,3,1
504,alguersuari,3,7,11
505,alonso,3,5,4
506,ambrosio,3,21,19
507,barrichello,3,15,14
508,buemi,3,9,12
509,button,3,2,3
510,glock,3,22,24
511,hamilton,3,3,22
514,kobayashi,3,13,9
515,kovalainen,3,19,16
516,liuzzi,3,23,21
517,maldonado,3,17,23
518,massa,3,6,5
519,michael_schumacher,3,14,15
520,perez,3,12,13
521,petrov,3,10,10
522,resta,3,8,8
523,rosberg,3,4,7
524,sutil,3,11,6
525,trulli,3,20,18
526,vettel,3,1,2
527,webber,3,18,1
528,alguersuari,4,17,11
529,alonso,4,5,4
530,ambrosio,4,20,19
531,barrichello,4,11,14
532,buemi,4,16,12
533,button,4,6,3
534,glock,4,22,24
535,hamilton,4,4,22
538,kovalainen,4,18,16
539,liuzzi,4,21,21
540,maldonado,4,14,23
541,massa,4,10,5
542,michael_schumacher,4,8,15
543,perez,4,15,13
544,petrov,4,7,10
545,resta,4,13,8
546,rosberg,4,3,7
547,sutil,4,12,6
548,trulli,4,19,18
549,vettel,4,1,2
550,webber,4,2,1
551,alguersuari,5,13,11
552,alonso,5,4,4
553,ambrosio,5,23,19
554,barrichello,5,19,14
555,buemi,5,11,12
556,button,5,5,3
557,glock,5,20,24
558,hamilton,5,3,22
560,kobayashi,5,14,9
561,kovalainen,5,15,16
562,liuzzi,5,21,21
563,maldonado,5,9,23
564,massa,5,8,5
565,michael_schumacher,5,10,15
566,perez,5,12,13
567,petrov,5,6,10
568,resta,5,16,8
569,rosberg,5,7,7
570,sutil,5,17,6
571,trulli,5,18,18
572,vettel,5,2,2
573,webber,5,1,1
574,alguersuari,6,20,11
575,alonso,6,4,4
576,ambrosio,6,22,19
577,barrichello,6,12,14
578,buemi,6,17,12
579,button,6,2,3
580,glock,6,21,24
581,hamilton,6,7,22
584,kobayashi,6,13,9
585,kovalainen,6,18,16
586,liuzzi,6,24,21
587,maldonado,6,9,23
588,massa,6,6,5
589,michael_schumacher,6,5,15
590,perez,6,10,13
591,petrov,6,11,10
592,resta,6,14,8
593,rosberg,6,8,7
594,sutil,6,15,6
595,trulli,6,19,18
596,vettel,6,1,2
597,webber,6,3,1
598,alguersuari,7,18,11
599,alonso,7,2,4
600,ambrosio,7,24,19
601,barrichello,7,16,14
602,buemi,7,15,12
603,button,7,7,3
604,glock,7,22,24
605,hamilton,7,5,22
608,kobayashi,7,13,9
609,kovalainen,7,20,16
610,liuzzi,7,21,21
611,maldonado,7,12,23
612,massa,7,3,5
613,michael_schumacher,7,8,15
614,petrov,7,10,10
615,resta,7,11,8
617,rosberg,7,6,7
618,sutil,7,14,6
619,trulli,7,19,18
620,vettel,7,1,2
621,webber,7,4,1
622,alguersuari,8,18,11
623,alonso,8,4,4
624,ambrosio,8,23,19
625,barrichello,8,13,14
626,buemi,8,17,12
627,button,8,6,3
628,glock,8,21,24
629,hamilton,8,3,22
632,kobayashi,8,14,9
633,kovalainen,8,19,16
634,liuzzi,8,22,21
635,maldonado,8,15,23
636,massa,8,5,5
637,michael_schumacher,8,8,15
638,perez,8,16,13
639,petrov,8,11,10
640,resta,8,12,8
641,rosberg,8,7,7
642,sutil,8,10,6
643,trulli,8,20,18
644,vettel,8,1,2
645,webber,8,2,1
646,alguersuari,9,18,11
647,alonso,9,3,4
648,ambrosio,9,22,19
649,barrichello,9,15,14
650,buemi,9,19,12
651,button,9,5,3
652,glock,9,20,24
653,hamilton,9,10,22
655,kobayashi,9,8,9
656,kovalainen,9,17,16
657,liuzzi,9,23,21
658,maldonado,9,7,23
659,massa,9,4,5
660,michael_schumacher,9,13,15
661,perez,9,12,13
662,petrov,9,14,10
663,resta,9,6,8
664,ricciardo,9,24,20
665,rosberg,9,9,7
666,sutil,9,11,6
667,trulli,9,21,18
668,vettel,9,2,2
669,webber,9,1,1
670,alguersuari,10,17,11
671,alonso,10,4,4
672,ambrosio,10,22,19
673,barrichello,10,14,14
674,buemi,10,16,12
675,button,10,7,3
677,glock,10,20,24
678,hamilton,10,2,22
680,kobayashi,10,18,9
681,kovalainen,10,19,16
682,liuzzi,10,23,21
683,maldonado,10,13,23
684,massa,10,5,5
685,michael_schumacher,10,10,15
686,perez,10,15,13
687,petrov,10,9,10
688,resta,10,12,8
689,ricciardo,10,24,20
690,rosberg,10,6,7
691,sutil,10,8,6
692,vettel,10,3,2
693,webber,10,1,1
694,alguersuari,11,16,11
695,alonso,11,5,4
696,ambrosio,11,24,19
697,barrichello,11,15,14
698,buemi,11,18,12
699,button,11,3,3
700,glock,11,21,24
701,hamilton,11,2,22
703,kobayashi,11,13,9
704,kovalainen,11,19,16
705,liuzzi,11,22,21
706,maldonado,11,17,23
707,massa,11,4,5
708,michael_schumacher,11,9,15
709,perez,11,10,13
710,petrov,11,12,10
711,resta,11,11,8
712,ricciardo,11,23,20
713,rosberg,11,7,7
714,sutil,11,8,6
715,trulli,11,20,18
716,vettel,11,1,2
717,webber,11,6,1
718,alguersuari,12,6,11
719,alonso,12,8,4
720,ambrosio,12,21,19
721,barrichello,12,14,14
722,bruno_senna,12,7,17
723,buemi,12,11,12
724,button,12,13,3
725,glock,12,20,24
726,hamilton,12,2,22
727,kobayashi,12,12,9
728,kovalainen,12,17,16
729,liuzzi,12,22,21
730,maldonado,12,16,23
731,massa,12,4,5
732,perez,12,9,13
733,petrov,12,10,10
734,resta,12,18,8
735,ricciardo,12,23,20
736,rosberg,12,5,7
737,sutil,12,15,6
738,trulli,12,19,18
739,vettel,12,1,2
740,webber,12,3,1
741,alguersuari,13,18,11
742,alonso,13,4,4
743,ambrosio,13,22,19
744,barrichello,13,13,14
745,bruno_senna,13,10,17
746,buemi,13,16,12
747,button,13,3,3
748,glock,13,21,24
749,hamilton,13,2,22
750,kobayashi,13,17,9
751,kovalainen,13,20,16
752,liuzzi,13,24,21
753,maldonado,13,14,23
754,massa,13,6,5
755,michael_schumacher,13,8,15
756,perez,13,15,13
757,petrov,13,7,10
758,resta,13,11,8
759,ricciardo,13,23,20
760,rosberg,13,9,7
761,sutil,13,12,6
762,trulli,13,19,18
763,vettel,13,1,2
764,webber,13,5,1
765,alguersuari,14,16,11
766,alonso,14,5,4
767,ambrosio,14,22,19
768,barrichello,14,12,14
769,bruno_senna,14,15,17
770,buemi,14,14,12
771,button,14,3,3
772,glock,14,21,24
773,hamilton,14,4,22
774,kobayashi,14,17,9
775,kovalainen,14,19,16
776,liuzzi,14,24,21
777,maldonado,14,13,23
778,massa,14,6,5
779,michael_schumacher,14,8,15
780,perez,14,11,13
781,petrov,14,18,10
782,resta,14,10,8
783,ricciardo,14,23,20
784,rosberg,14,7,7
785,sutil,14,9,6
786,trulli,14,20,18
787,vettel,14,1,2
788,webber,14,2,1
789,alguersuari,15,16,11
790,alonso,15,5,4
791,ambrosio,15,20,19
792,barrichello,15,13,14
793,bruno_senna,15,8,17
794,buemi,15,15,12
795,button,15,2,3
796,glock,15,21,24
797,hamilton,15,3,22
798,kobayashi,15,10,9
799,kovalainen,15,18,16
800,liuzzi,15,24,21
801,maldonado,15,14,23
802,massa,15,4,5
803,michael_schumacher,15,7,15
804,perez,15,17,13
805,petrov,15,9,10
806,resta,15,12,8
807,ricciardo,15,22,20
808,rosberg,15,23,7
809,sutil,15,11,6
810,trulli,15,19,18
811,vettel,15,1,2
812,webber,15,6,1
813,alguersuari,16,11,11
814,alonso,16,6,4
815,ambrosio,16,22,19
816,barrichello,16,18,14
817,bruno_senna,16,15,17
818,buemi,16,13,12
819,button,16,3,3
820,glock,16,21,24
821,hamilton,16,1,22
822,kobayashi,16,14,9
823,kovalainen,16,19,16
824,liuzzi,16,23,21
825,maldonado,16,16,23
826,massa,16,5,5
827,michael_schumacher,16,12,15
828,perez,16,17,13
829,petrov,16,8,10
830,resta,16,9,8
831,ricciardo,16,24,20
832,rosberg,16,7,7
833,sutil,16,10,6
834,trulli,16,20,18
835,vettel,16,2,2
836,webber,16,4,1
837,alguersuari,17,10,11
838,alonso,17,4,4
839,ambrosio,17,23,19
840,barrichello,17,16,14
841,bruno_senna,17,15,17
842,buemi,17,9,12
843,button,17,5,3
844,glock,17,24,24
845,hamilton,17,2,22
847,kobayashi,17,18,9
848,kovalainen,17,19,16
849,maldonado,17,14,23
850,massa,17,6,5
851,michael_schumacher,17,12,15
852,perez,17,17,13
853,petrov,17,11,10
854,resta,17,13,8
855,ricciardo,17,21,20
856,rosberg,17,7,7
857,sutil,17,8,6
858,trulli,17,20,18
859,vettel,17,1,2
860,webber,17,3,1
861,alguersuari,18,15,11
862,alonso,18,5,4
863,ambrosio,18,22,19
864,bruno_senna,18,14,17
865,buemi,18,13,12
866,button,18,3,3
867,glock,18,20,24
868,hamilton,18,2,22
869,kobayashi,18,16,9
870,kovalainen,18,18,16
871,liuzzi,18,23,21
872,maldonado,18,17,23
873,massa,18,6,5
874,michael_schumacher,18,8,15
875,perez,18,11,13
876,petrov,18,12,10
877,resta,18,10,8
878,ricciardo,18,21,20
879,rosberg,18,7,7
880,sutil,18,9,6
881,trulli,18,19,18
882,vettel,18,1,2
883,webber,18,4,1
884,alguersuari,19,13,11
885,alonso,19,5,4
886,ambrosio,19,23,19
887,barrichello,19,12,14
888,bruno_senna,19,9,17
889,buemi,19,14,12
890,button,19,3,3
891,glock,19,24,24
892,hamilton,19,4,22
893,kobayashi,19,16,9
894,kovalainen,19,19,16
895,liuzzi,19,21,21
896,maldonado,19,18,23
897,massa,19,7,5
898,michael_schumacher,19,10,15
899,perez,19,17,13
900,petrov,19,15,10
901,resta,19,11,8
902,ricciardo,19,22,20
903,rosberg,19,6,7
904,sutil,19,8,6
905,trulli,19,20,18
906,vettel,19,1,2
907,webber,19,2,1
908,alonso,1,12,2
909,bruno_senna,1,14,23
910,button,1,2,1
911,glock,1,21,16
912,grosjean,1,3,21
913,hamilton,1,1,20
914,hulkenberg,1,9,5
915,karthikeyan,1,24,18
916,kobayashi,1,13,9
917,kovalainen,1,19,14
918,maldonado,1,8,22
919,massa,1,16,3
920,michael_schumacher,1,4,7
921,perez,1,17,24
922,petrov,1,20,11
923,pic,1,22,12
924,raikkonen,1,18,10
925,resta,1,15,19
926,ricciardo,1,10,13
927,rosa,1,23,17
928,rosberg,1,7,15
929,vergne,1,11,8
930,vettel,1,6,6
931,webber,1,5,4
932,alonso,2,9,2
933,bruno_senna,2,13,23
