,driverID,race,qualipos,racepos
3052,raikkonen,1,4,4
3053,ricciardo,1,10,20
3054,sainz,1,8,19
3055,stroll,1,19,18
3056,vandoorne,1,18,12
3057,vettel,1,2,3
3058,alonso,2,13,9
3059,bottas,2,3,1
3060,ericsson,2,14,17
3062,grosjean,2,17,11
3063,hamilton,2,1,2
3064,hulkenberg,2,7,6
3066,kevin_magnussen,2,12,13
3068,massa,2,6,10
3069,max_verstappen,2,19,5
3070,ocon,2,20,8
3071,perez,2,8,7
3072,raikkonen,2,4,4
3073,ricciardo,2,5,20
3074,sainz,2,11,19
3075,stroll,2,10,18
3076,vandoorne,2,16,12
3077,vettel,2,2,3
3078,alonso,3,15,9
3079,bottas,3,1,1
3080,ericsson,3,19,17
3081,grosjean,3,9,11
3082,hamilton,3,2,2
3083,hulkenberg,3,7,6
3085,kevin_magnussen,3,20,13
3087,massa,3,8,10
3088,max_verstappen,3,6,5
3089,ocon,3,14,8
3090,perez,3,18,7
3091,raikkonen,3,5,4
3092,ricciardo,3,4,20
3093,sainz,3,16,19
3094,stroll,3,12,18
3095,vandoorne,3,17,12
3096,vettel,3,3,3
3097,wehrlein,3,13,14
3098,alonso,4,15,9
3099,bottas,4,3,1
3100,ericsson,4,19,17
3101,grosjean,4,20,11
3102,hamilton,4,4,2
3103,hulkenberg,4,8,6
3105,kevin_magnussen,4,14,13
3107,massa,4,6,10
3108,max_verstappen,4,7,5
3109,ocon,4,10,8
3110,perez,4,9,7
3111,raikkonen,4,2,4
3112,ricciardo,4,5,20
3113,sainz,4,11,19
3114,stroll,4,12,18
3115,vandoorne,4,17,12
3116,vettel,4,1,3
3117,wehrlein,4,18,14
3118,alonso,5,7,9
3119,bottas,5,3,1
3120,ericsson,5,16,17
3121,grosjean,5,14,11
3122,hamilton,5,1,2
3123,hulkenberg,5,13,6
3125,kevin_magnussen,5,11,13
3127,massa,5,9,10
3128,max_verstappen,5,5,5
3129,ocon,5,10,8
3130,perez,5,8,7
3131,raikkonen,5,4,4
3132,ricciardo,5,6,20
3133,sainz,5,12,19
3134,stroll,5,18,18
3135,vandoorne,5,19,12
3136,vettel,5,2,3
3137,wehrlein,5,15,14
3138,bottas,6,3,1
3140,ericsson,6,20,17
3141,grosjean,6,8,11
3142,hamilton,6,14,2
3143,hulkenberg,6,12,6
3145,kevin_magnussen,6,13,13
3147,massa,6,15,10
3148,max_verstappen,6,4,5
3149,ocon,6,16,8
3150,perez,6,7,7
3151,raikkonen,6,1,4
3152,ricciardo,6,5,20
3153,sainz,6,6,19
3154,stroll,6,18,18
3155,vandoorne,6,10,12
3156,vettel,6,2,3
3157,wehrlein,6,19,14
3158,alonso,7,12,9
3159,bottas,7,3,1
3160,ericsson,7,19,17
3161,grosjean,7,14,11
3162,hamilton,7,1,2
3163,hulkenberg,7,10,6
3165,kevin_magnussen,7,18,13
3167,massa,7,7,10
3168,max_verstappen,7,5,5
3169,ocon,7,9,8
3170,perez,7,8,7
3171,raikkonen,7,4,4
3172,ricciardo,7,6,20
3173,sainz,7,13,19
3174,stroll,7,17,18
3175,vandoorne,7,16,12
3176,vettel,7,2,3
3177,wehrlein,7,20,14
3178,alonso,8,16,9
3179,bottas,8,2,1
3180,ericsson,8,18,17
3181,grosjean,8,17,11
3182,hamilton,8,1,2
3183,hulkenberg,8,14,6
3184,kevin_magnussen,8,13,13
3186,massa,8,9,10
3187,max_verstappen,8,5,5
3188,ocon,8,7,8
3189,perez,8,6,7
3190,raikkonen,8,3,4
3191,ricciardo,8,10,20
3192,sainz,8,12,19
3193,stroll,8,8,18
3194,vandoorne,8,19,12
3195,vettel,8,4,3
3196,wehrlein,8,15,14
3197,alonso,9,12,9
3198,bottas,9,1,1
3199,ericsson,9,19,17
3200,grosjean,9,7,11
3201,hamilton,9,3,2
3202,hulkenberg,9,11,6
3204,kevin_magnussen,9,15,13
3206,massa,9,17,10
3207,max_verstappen,9,6,5
3208,ocon,9,9,8
3209,perez,9,8,7
3210,raikkonen,9,4,4
3211,ricciardo,9,5,20
3212,sainz,9,10,19
3213,stroll,9,18,18
3214,vandoorne,9,13,12
3215,vettel,9,2,3
3216,wehrlein,9,20,14
3217,alonso,10,13,9
3218,bottas,10,4,1
3219,ericsson,10,19,17
3220,grosjean,10,10,11
3221,hamilton,10,1,2
3222,hulkenberg,10,6,6
3224,kevin_magnussen,10,17,13
3226,massa,10,15,10
3227,max_verstappen,10,5,5
3228,ocon,10,8,8
3229,perez,10,7,7
3230,raikkonen,10,2,4
3231,ricciardo,10,20,20
3232,sainz,10,14,19
3233,stroll,10,16,18
3234,vandoorne,10,9,12
3235,vettel,10,3,3
3236,wehrlein,10,18,14
3237,alonso,11,8,9
3238,bottas,11,3,1
3239,ericsson,11,20,17
3240,grosjean,11,15,11
3241,hamilton,11,4,2
3242,hulkenberg,11,7,6
3244,kevin_magnussen,11,16,13
3246,max_verstappen,11,5,5
3247,ocon,11,12,8
3248,perez,11,14,7
3249,raikkonen,11,2,4
3251,ricciardo,11,6,20
3252,sainz,11,10,19
3253,stroll,11,17,18
3254,vandoorne,11,9,12
3255,vettel,11,1,3
3256,wehrlein,11,18,14
3257,alonso,12,11,9
3258,bottas,12,3,1
3259,ericsson,12,19,17
3260,grosjean,12,12,11
3261,hamilton,12,1,2
3262,hulkenberg,12,7,6
3264,kevin_magnussen,12,13,13
3266,massa,12,16,10
3267,max_verstappen,12,5,5
3268,ocon,12,9,8
3269,perez,12,8,7
3270,raikkonen,12,4,4
3271,ricciardo,12,6,20
3272,sainz,12,14,19
3273,stroll,12,18,18
3274,vandoorne,12,15,12
3275,vettel,12,2,3
3276,wehrlein,12,20,14
3277,alonso,13,13,9
3278,bottas,13,6,1
3279,ericsson,13,18,17
3280,grosjean,13,20,11
3281,hamilton,13,1,2
3282,hulkenberg,13,12,6
3284,kevin_magnussen,13,16,13
3286,massa,13,9,10
3287,max_verstappen,13,2,5
3288,ocon,13,5,8
3289,perez,13,11,7
3290,raikkonen,13,7,4
3291,ricciardo,13,3,20
3292,sainz,13,15,19
3293,stroll,13,4,18
3294,vandoorne,13,10,12
3295,vettel,13,8,3
3296,wehrlein,13,19,14
3297,alonso,14,8,9
3298,bottas,14,6,1
3299,ericsson,14,20,17
3300,grosjean,14,15,11
3301,hamilton,14,5,2
3302,hulkenberg,14,7,6
3304,kevin_magnussen,14,16,13
3306,massa,14,17,10
3307,max_verstappen,14,2,5
3308,ocon,14,14,8
3309,perez,14,12,7
3310,raikkonen,14,4,4
3311,ricciardo,14,3,20
3312,sainz,14,10,19
3313,stroll,14,18,18
3314,vandoorne,14,9,12
3315,vettel,14,1,3
3316,wehrlein,14,19,14
3317,alonso,15,10,9
3318,bottas,15,5,1
3319,ericsson,15,19,17
3320,gasly,15,15,16
3321,grosjean,15,16,11
3322,hamilton,15,1,2
3323,hulkenberg,15,8,6
3325,kevin_magnussen,15,17,13
3326,massa,15,11,10
3327,max_verstappen,15,3,5
3328,ocon,15,6,8
3329,perez,15,9,7
3330,raikkonen,15,2,4
3331,ricciardo,15,4,20
3332,sainz,15,14,19
3333,stroll,15,13,18
3334,vandoorne,15,7,12
3335,vettel,15,20,3
3336,wehrlein,15,18,14
3337,alonso,16,10,9
3338,bottas,16,2,1
3339,ericsson,16,19,17
3340,gasly,16,17,16
3341,grosjean,16,16,11
3342,hamilton,16,1,2
3343,hulkenberg,16,12,6
3345,kevin_magnussen,16,13,13
3346,massa,16,9,10
3347,max_verstappen,16,5,5
3348,ocon,16,7,8
3349,perez,16,8,7
3350,raikkonen,16,6,4
3351,ricciardo,16,4,20
3352,sainz,16,15,19
3353,stroll,16,18,18
3354,vandoorne,16,11,12
3355,vettel,16,3,3
3356,wehrlein,16,20,14
3357,alonso,17,9,9
3358,bottas,17,3,1
3359,brendon_hartley,17,18,15
3360,ericsson,17,16,17
3361,grosjean,17,14,11
3362,hamilton,17,1,2
3363,hulkenberg,17,15,6
3364,kevin_magnussen,17,20,13
3366,massa,17,11,10
3367,max_verstappen,17,6,5
3368,ocon,17,7,8
3369,perez,17,10,7
3370,raikkonen,17,5,4
3371,ricciardo,17,4,20
3372,sainz,17,8,19
3373,stroll,17,17,18
3374,vandoorne,17,13,12
3375,vettel,17,2,3
3376,wehrlein,17,19,14
3377,alonso,18,14,9
3378,bottas,18,4,1
3379,brendon_hartley,18,13,15
3380,ericsson,18,16,17
3381,grosjean,18,19,11
3382,hamilton,18,3,2
3383,hulkenberg,18,8,6
3384,kevin_magnussen,18,18,13
3385,massa,18,11,10
3386,max_verstappen,18,2,5
3387,ocon,18,6,8
3388,perez,18,10,7
3389,raikkonen,18,5,4
3390,ricciardo,18,7,20
3391,sainz,18,9,19
3392,stroll,18,12,18
3393,vandoorne,18,15,12
3394,vettel,18,1,3
3395,wehrlein,18,17,14
3396,alonso,19,7,9
3397,bottas,19,1,1
3398,brendon_hartley,19,15,15
3399,ericsson,19,19,17
3400,gasly,19,17,16
3401,grosjean,19,12,11
3402,hamilton,19,20,2
3403,hulkenberg,19,8,6
3404,kevin_magnussen,19,14,13
3405,massa,19,10,10
3406,max_verstappen,19,4,5
3407,ocon,19,11,8
3408,perez,19,6,7
3409,raikkonen,19,3,4
3410,ricciardo,19,5,20
3411,sainz,19,9,19
3412,stroll,19,18,18
3413,vandoorne,19,13,12
3414,vettel,19,2,3
3415,wehrlein,19,16,14
3416,alonso,20,11,9
3417,bottas,20,1,1
3418,brendon_hartley,20,20,15
3419,ericsson,20,19,17
3420,gasly,20,17,16
3421,grosjean,20,16,11
3422,hamilton,20,2,2
3423,hulkenberg,20,7,6
3424,kevin_magnussen,20,14,13
3425,massa,20,10,10
3426,max_verstappen,20,6,5
3427,ocon,20,9,8
3428,perez,20,8,7
3429,raikkonen,20,5,4
3430,ricciardo,20,4,20
3431,sainz,20,12,19
3432,stroll,20,15,18
3433,vandoorne,20,13,12
3434,vettel,20,3,3
3435,wehrlein,20,18,14
3436,alonso,1,11,11
3437,bottas,1,10,5
3438,brendon_hartley,1,16,12
3439,ericsson,1,17,18
3440,gasly,1,20,16
3441,grosjean,1,7,9
3442,hamilton,1,1,1
3443,hulkenberg,1,8,20
3444,kevin_magnussen,1,6,10
3445,leclerc,1,18,7
3446,max_verstappen,1,4,3
3447,ocon,1,15,17
3448,perez,1,13,8
3449,raikkonen,1,2,19
3450,ricciardo,1,5,4
3451,sainz,1,9,6
3452,sirotkin,1,19,15
3453,stroll,1,14,13
3454,vandoorne,1,12,14
3455,vettel,1,3,2
3456,alonso,2,13,11
3457,bottas,2,3,5
3458,brendon_hartley,2,11,12
3459,ericsson,2,17,18
3460,gasly,2,6,16
3461,grosjean,2,16,9
3462,hamilton,2,4,1
3463,hulkenberg,2,8,20
3464,kevin_magnussen,2,7,10
3465,leclerc,2,19,7
3466,max_verstappen,2,15,3
3467,ocon,2,9,17
3468,perez,2,12,8
3469,raikkonen,2,2,19
3470,ricciardo,2,5,4
3471,sainz,2,10,6
3472,sirotkin,2,18,15
3473,stroll,2,20,13
3474,vandoorne,2,14,14
3475,vettel,2,1,2
3476,alonso,3,13,11
3477,bottas,3,3,5
3478,brendon_hartley,3,15,12
3479,ericsson,3,20,18
3480,gasly,3,17,16
3481,grosjean,3,10,9
3482,hamilton,3,4,1
3483,hulkenberg,3,7,20
3484,kevin_magnussen,3,11,10
3485,leclerc,3,19,7
3486,max_verstappen,3,5,3
3487,ocon,3,12,17
3488,perez,3,8,8
3489,raikkonen,3,2,19
3490,ricciardo,3,6,4
3491,sainz,3,9,6
3492,sirotkin,3,16,15
3493,stroll,3,18,13
3494,vandoorne,3,14,14
3495,vettel,3,1,2
3496,alonso,4,13,11
3497,bottas,4,3,5
3498,brendon_hartley,4,19,12
3499,ericsson,4,18,18
3500,gasly,4,17,16
3501,grosjean,4,20,9
3502,hamilton,4,2,1
3503,hulkenberg,4,9,20
3504,kevin_magnussen,4,15,10
3505,leclerc,4,14,7
3506,max_verstappen,4,5,3
3507,ocon,4,7,17
3508,perez,4,8,8
3509,raikkonen,4,6,19
3510,ricciardo,4,4,4
3511,sainz,4,10,6
3512,sirotkin,4,12,15
3513,stroll,4,11,13
3514,vandoorne,4,16,14
3515,vettel,4,1,2
3516,alonso,5,8,11
3517,bottas,5,2,5
3518,brendon_hartley,5,20,12
3519,ericsson,5,17,18
3520,gasly,5,12,16
3521,grosjean,5,10,9
3522,hamilton,5,1,1
3523,hulkenberg,5,16,20
3524,kevin_magnussen,5,7,10
3525,leclerc,5,14,7
3526,max_verstappen,5,5,3
3527,ocon,5,13,17
3528,perez,5,15,8
3529,raikkonen,5,4,19
3530,ricciardo,5,6,4
3531,sainz,5,9,6
3532,sirotkin,5,18,15
3533,stroll,5,19,13
3534,vandoorne,5,11,14
3535,vettel,5,3,2
3536,alonso,6,7,11
3537,bottas,6,5,5
3538,brendon_hartley,6,16,12
3539,ericsson,6,17,18
3540,gasly,6,10,16
3541,grosjean,6,15,9
3542,hamilton,6,3,1
3543,hulkenberg,6,11,20
3544,kevin_magnussen,6,19,10
3545,leclerc,6,14,7
3546,max_verstappen,6,20,3
3547,ocon,6,6,17
3548,perez,6,9,8
3549,raikkonen,6,4,19
3550,ricciardo,6,1,4
3551,sainz,6,8,6
3552,sirotkin,6,13,15
3553,stroll,6,18,13
3554,vandoorne,6,12,14
3555,vettel,6,2,2
3556,alonso,7,14,11
3557,bottas,7,2,5
3558,brendon_hartley,7,12,12
3559,ericsson,7,19,18
3560,gasly,7,16,16
3561,grosjean,7,20,9
3562,hamilton,7,4,1
3563,hulkenberg,7,7,20
3564,kevin_magnussen,7,11,10
3565,leclerc,7,13,7
3566,max_verstappen,7,3,3
3567,ocon,7,8,17
3568,perez,7,10,8
3569,raikkonen,7,5,19
3570,ricciardo,7,6,4
3571,sainz,7,9,6
3572,sirotkin,7,18,15
3573,stroll,7,17,13
3574,vandoorne,7,15,14
3575,vettel,7,1,2
3576,alonso,8,16,11
3577,bottas,8,2,5
3578,brendon_hartley,8,17,12
3579,ericsson,8,15,18
3580,gasly,8,14,16
3581,grosjean,8,10,9
3582,hamilton,8,1,1
3583,hulkenberg,8,12,20
3584,kevin_magnussen,8,9,10
3585,leclerc,8,8,7
3586,max_verstappen,8,4,3
3587,ocon,8,11,17
3588,perez,8,13,8
3589,raikkonen,8,6,19
3590,ricciardo,8,5,4
3591,sainz,8,7,6
3592,sirotkin,8,19,15
3593,stroll,8,20,13
3594,vandoorne,8,18,14
3595,vettel,8,3,2
3596,alonso,9,14,11
3597,bottas,9,1,5
3598,brendon_hartley,9,19,12
3599,ericsson,9,20,18
3600,gasly,9,12,16
3601,grosjean,9,6,9
3602,hamilton,9,2,1
3603,hulkenberg,9,10,20
3604,kevin_magnussen,9,8,10
3605,leclerc,9,13,7
3606,max_verstappen,9,5,3
3607,ocon,9,11,17
3608,perez,9,17,8
3609,raikkonen,9,4,19
3610,ricciardo,9,7,4
3611,sainz,9,9,6
3612,sirotkin,9,18,15
3613,stroll,9,15,13
3614,vandoorne,9,16,14
3615,vettel,9,3,2
3616,alonso,10,13,11
3617,bottas,10,4,5
3618,brendon_hartley,10,20,12
3619,ericsson,10,15,18
3620,gasly,10,14,16
3621,grosjean,10,8,9
3622,hamilton,10,1,1
3623,hulkenberg,10,11,20
3624,kevin_magnussen,10,7,10
3625,leclerc,10,9,7
3626,max_verstappen,10,5,3
3627,ocon,10,10,17
3628,perez,10,12,8
3629,raikkonen,10,3,19
3630,ricciardo,10,6,4
3631,sainz,10,16,6
3632,sirotkin,10,18,15
3633,stroll,10,19,13
3634,vandoorne,10,17,14
3635,vettel,10,2,2
3636,alonso,11,11,11
3637,bottas,11,2,5
3638,brendon_hartley,11,18,12
3639,ericsson,11,13,18
3640,gasly,11,17,16
3641,grosjean,11,6,9
3642,hamilton,11,14,1
3643,hulkenberg,11,7,20
3644,kevin_magnussen,11,5,10
3645,leclerc,11,9,7
3646,max_verstappen,11,4,3
3647,ocon,11,16,17
3648,perez,11,10,8
3649,raikkonen,11,3,19
3650,ricciardo,11,15,4
3651,sainz,11,8,6
3652,sirotkin,11,12,15
3653,stroll,11,19,13
3654,vandoorne,11,20,14
3655,vettel,11,1,2
3656,alonso,12,11,11
3657,bottas,12,2,5
3658,brendon_hartley,12,8,12
3659,ericsson,12,14,18
3660,gasly,12,6,16
3661,grosjean,12,10,9
3662,hamilton,12,1,1
3663,hulkenberg,12,13,20
3664,kevin_magnussen,12,9,10
3665,leclerc,12,17,7
3666,max_verstappen,12,7,3
3667,ocon,12,18,17
3668,perez,12,19,8
3669,raikkonen,12,3,19
3670,ricciardo,12,12,4
3671,sainz,12,5,6
3672,sirotkin,12,20,15
3673,stroll,12,15,13
3674,vandoorne,12,16,14
3675,vettel,12,4,2
3676,alonso,13,17,11
3677,bottas,13,10,5
3678,brendon_hartley,13,12,12
3679,ericsson,13,14,18
3680,gasly,13,11,16
3681,grosjean,13,5,9
3682,hamilton,13,1,1
3683,hulkenberg,13,15,20
3684,kevin_magnussen,13,9,10
3685,leclerc,13,13,7
3686,max_verstappen,13,7,3
3687,ocon,13,3,17
3688,perez,13,4,8
3689,raikkonen,13,6,19
3690,ricciardo,13,8,4
3691,sainz,13,16,6
3692,sirotkin,13,18,15
3693,stroll,13,19,13
3694,vandoorne,13,20,14
3695,vettel,13,2,2
3696,alonso,14,13,11
3697,bottas,14,4,5
3698,brendon_hartley,14,18,12
3699,ericsson,14,19,18
3700,gasly,14,9,16
3701,grosjean,14,6,9
3702,hamilton,14,3,1
3703,hulkenberg,14,14,20
3704,kevin_magnussen,14,11,10
3705,leclerc,14,17,7
3706,max_verstappen,14,5,3
3707,ocon,14,8,17
3708,perez,14,16,8
3709,raikkonen,14,1,19
3710,ricciardo,14,15,4
3711,sainz,14,7,6
3712,sirotkin,14,12,15
3713,stroll,14,10,13
3714,vandoorne,14,20,14
3715,vettel,14,2,2
3716,alonso,15,11,11
3717,bottas,15,4,5
3718,brendon_hartley,15,17,12
3719,ericsson,15,14,18
3720,gasly,15,15,16
3721,grosjean,15,8,9
3722,hamilton,15,1,1
3723,hulkenberg,15,10,20
3724,kevin_magnussen,15,16,10
3725,leclerc,15,13,7
3726,max_verstappen,15,2,3
3727,ocon,15,9,17
3728,perez,15,7,8
3729,raikkonen,15,5,19
3730,ricciardo,15,6,4
3731,sainz,15,12,6
3732,sirotkin,15,19,15
3733,stroll,15,20,13
3734,vandoorne,15,18,14
3735,vettel,15,3,2
3736,alonso,16,17,11
3737,bottas,16,1,5
3738,brendon_hartley,16,16,12
3739,ericsson,16,10,18
3740,gasly,16,13,16
3741,grosjean,16,9,9
3742,hamilton,16,2,1
3743,hulkenberg,16,15,20
3744,kevin_magnussen,16,5,10
3745,leclerc,16,7,7
3746,max_verstappen,16,11,3
3747,ocon,16,6,17
3748,perez,16,8,8
3749,raikkonen,16,4,19
3750,ricciardo,16,12,4
3751,sainz,16,14,6
3752,sirotkin,16,18,15
3753,stroll,16,20,13
3754,vandoorne,16,19,14
3755,vettel,16,3,2
3756,alonso,17,18,11
3757,bottas,17,2,5
3758,brendon_hartley,17,6,12
3759,ericsson,17,20,18
3760,gasly,17,7,16
3761,grosjean,17,5,9
3762,hamilton,17,1,1
3763,hulkenberg,17,16,20
3764,kevin_magnussen,17,12,10
3765,leclerc,17,11,7
3766,max_verstappen,17,3,3
3767,ocon,17,8,17
3768,perez,17,10,8
3769,raikkonen,17,4,19
3770,ricciardo,17,15,4
3771,sainz,17,13,6
3772,sirotkin,17,17,15
3773,stroll,17,14,13
3774,vandoorne,17,19,14
3775,vettel,17,9,2
3776,alonso,18,16,11
3777,bottas,18,4,5
3778,brendon_hartley,18,14,12
3779,ericsson,18,19,18
3780,gasly,18,13,16
3781,grosjean,18,8,9
3782,hamilton,18,1,1
3783,hulkenberg,18,7,20
3784,kevin_magnussen,18,12,10
3785,leclerc,18,9,7
3786,max_verstappen,18,15,3
3787,ocon,18,6,17
3788,perez,18,10,8
3789,raikkonen,18,3,19
3790,ricciardo,18,5,4
3791,sainz,18,11,6
3792,sirotkin,18,17,15
3793,stroll,18,18,13
3794,vandoorne,18,20,14
3795,vettel,18,2,2
3796,alonso,19,12,11
3797,bottas,19,5,5
3798,brendon_hartley,19,14,12
3799,ericsson,19,10,18
3800,gasly,19,15,16
3801,grosjean,19,16,9
3802,hamilton,19,3,1
3803,hulkenberg,19,7,20
3804,kevin_magnussen,19,18,10
3805,leclerc,19,9,7
3806,max_verstappen,19,2,3
3807,ocon,19,11,17
3808,perez,19,13,8
3809,raikkonen,19,6,19
3810,ricciardo,19,1,4
3811,sainz,19,8,6
3812,sirotkin,19,20,15
3813,stroll,19,19,13
3814,vandoorne,19,17,14
3815,vettel,19,4,2
3816,alonso,20,18,11
3817,bottas,20,3,5
3818,brendon_hartley,20,17,12
3819,ericsson,20,7,18
3820,gasly,20,10,16
3821,grosjean,20,9,9
3822,hamilton,20,1,1
3823,hulkenberg,20,14,20
3824,kevin_magnussen,20,11,10
3825,leclerc,20,8,7
3826,max_verstappen,20,5,3
3827,ocon,20,13,17
3828,perez,20,12,8
3829,raikkonen,20,4,19
3830,ricciardo,20,6,4
3831,sainz,20,16,6
3832,sirotkin,20,15,15
3833,stroll,20,19,13
3834,vandoorne,20,20,14
3835,vettel,20,2,2
3836,alonso,21,15,11
3837,bottas,21,2,5
3838,brendon_hartley,21,16,12
3839,ericsson,21,12,18
3840,gasly,21,17,16
3841,grosjean,21,7,9
3842,hamilton,21,1,1
3843,hulkenberg,21,10,20
3844,kevin_magnussen,21,13,10
3845,leclerc,21,8,7
3846,max_verstappen,21,6,3
3847,ocon,21,9,17
3848,perez,21,14,8
3849,raikkonen,21,4,19
3850,ricciardo,21,5,4
3851,sainz,21,11,6
3852,sirotkin,21,19,15
3853,stroll,21,20,13
3854,vandoorne,21,18,14
3855,vettel,21,3,2
3856,albon,1,13,6
3857,bottas,1,2,4
3858,gasly,1,17,18
3859,giovinazzi,1,14,16
3860,grosjean,1,6,15
3861,hamilton,1,1,1
3862,hulkenberg,1,11,12
3863,kevin_magnussen,1,7,14
3864,kubica,1,20,19
3865,kvyat,1,15,9
3866,leclerc,1,5,3
3867,max_verstappen,1,4,2
3868,norris,1,8,8
3869,perez,1,10,7
3870,raikkonen,1,9,13
3871,ricciardo,1,12,11
3872,russell,1,19,17
3873,sainz,1,18,10
3874,stroll,1,16,20
3875,vettel,1,3,5
3876,albon,2,12,6
3877,bottas,2,4,4
3878,gasly,2,13,18
3879,giovinazzi,2,16,16
3880,grosjean,2,8,15
3881,hamilton,2,3,1
3882,hulkenberg,2,17,12
3883,kevin_magnussen,2,6,14
3884,kubica,2,20,19
3885,kvyat,2,15,9
3886,leclerc,2,1,3
3887,max_verstappen,2,5,2
3888,norris,2,10,8
3889,perez,2,14,7
3890,raikkonen,2,9,13
3891,ricciardo,2,11,11
3892,russell,2,19,17
3893,sainz,2,7,10
3894,stroll,2,18,20
3895,vettel,2,2,5
3896,bottas,3,1,4
3897,gasly,3,6,18
3898,grosjean,3,10,15
3899,hamilton,3,2,1
3900,hulkenberg,3,8,12
3901,kevin_magnussen,3,9,14
3902,kubica,3,18,19
3903,kvyat,3,11,9
3904,leclerc,3,4,3
3905,max_verstappen,3,5,2
3906,norris,3,15,8
3907,perez,3,12,7
3908,raikkonen,3,13,13
3909,ricciardo,3,7,11
3910,russell,3,17,17
3911,sainz,3,14,10
3912,stroll,3,16,20
3913,vettel,3,3,5
3914,albon,4,12,6
3915,bottas,4,1,4
3916,gasly,4,20,18
3917,giovinazzi,4,8,16
3918,grosjean,4,15,15
3919,hamilton,4,2,1
3920,hulkenberg,4,16,12
3921,kevin_magnussen,4,13,14
3922,kubica,4,18,19
3923,kvyat,4,6,9
3924,leclerc,4,9,3
3925,max_verstappen,4,4,2
3926,norris,4,7,8
3927,perez,4,5,7
3928,raikkonen,4,19,13
3929,ricciardo,4,11,11
3930,russell,4,17,17
3931,sainz,4,10,10
3932,stroll,4,14,20
3933,vettel,4,3,5
3934,albon,5,12,6
3935,bottas,5,1,4
3936,gasly,5,6,18
3937,giovinazzi,5,18,16
3938,grosjean,5,7,15
3939,hamilton,5,2,1
3940,hulkenberg,5,16,12
3941,kevin_magnussen,5,8,14
3942,kubica,5,20,19
3943,kvyat,5,9,9
3944,leclerc,5,5,3
3945,max_verstappen,5,4,2
3946,norris,5,11,8
3947,perez,5,15,7
3948,raikkonen,5,14,13
3949,ricciardo,5,10,11
3950,russell,5,19,17
3951,sainz,5,13,10
3952,stroll,5,17,20
3953,vettel,5,3,5
3954,albon,6,10,6
3955,bottas,6,2,4
3956,gasly,6,5,18
3957,giovinazzi,6,15,16
3958,grosjean,6,13,15
3959,hamilton,6,1,1
3960,hulkenberg,6,11,12
3961,kevin_magnussen,6,6,14
3962,kubica,6,20,19
3963,kvyat,6,8,9
3964,leclerc,6,16,3
3965,max_verstappen,6,3,2
3966,norris,6,12,8
3967,perez,6,17,7
3968,raikkonen,6,14,13
3969,ricciardo,6,7,11
3970,russell,6,19,17
3971,sainz,6,9,10
3972,stroll,6,18,20
3973,vettel,6,4,5
3974,albon,7,14,6
3975,bottas,7,6,4
3976,gasly,7,5,18
3977,giovinazzi,7,13,16
3978,grosjean,7,15,15
3979,hamilton,7,2,1
3980,hulkenberg,7,7,12
3981,kevin_magnussen,7,10,14
3982,kubica,7,20,19
3983,kvyat,7,12,9
3984,leclerc,7,3,3
3985,max_verstappen,7,11,2
3986,norris,7,8,8
3987,perez,7,16,7
3988,raikkonen,7,17,13
3989,ricciardo,7,4,11
3990,russell,7,19,17
3991,sainz,7,9,10
3992,stroll,7,18,20
3993,vettel,7,1,5
3994,albon,8,11,6
3995,bottas,8,2,4
3996,gasly,8,9,18
3997,giovinazzi,8,10,16
3998,grosjean,8,17,15
3999,hamilton,8,1,1
4000,hulkenberg,8,13,12
4001,kevin_magnussen,8,15,14
4002,kubica,8,20,19
4003,kvyat,8,16,9
4004,leclerc,8,3,3
4005,max_verstappen,8,4,2
4006,norris,8,5,8
4007,perez,8,14,7
4008,raikkonen,8,12,13
4009,ricciardo,8,8,11
4010,russell,8,19,17
4011,sainz,8,6,10
4012,stroll,8,18,20
4013,vettel,8,7,5
4014,albon,9,13,6
4015,bottas,9,4,4
4016,gasly,9,9,18
4017,giovinazzi,9,8,16
4018,grosjean,9,11,15
4019,hamilton,9,2,1
4020,hulkenberg,9,12,12
4021,kevin_magnussen,9,5,14
4022,kubica,9,20,19
4023,kvyat,9,18,9
4024,leclerc,9,1,3
4025,max_verstappen,9,3,2
4026,norris,9,6,8
4027,perez,9,16,7
4028,raikkonen,9,7,13
4029,ricciardo,9,14,11
4030,russell,9,19,17
4031,sainz,9,15,10
4032,stroll,9,17,20
4033,vettel,9,10,5
4034,albon,10,9,6
4035,bottas,10,1,4
4036,gasly,10,5,18
4037,giovinazzi,10,11,16
4038,grosjean,10,14,15
4039,hamilton,10,2,1
4040,hulkenberg,10,10,12
4041,kevin_magnussen,10,16,14
4042,kubica,10,20,19
4043,kvyat,10,17,9
4044,leclerc,10,3,3
4045,max_verstappen,10,4,2
4046,norris,10,8,8
4047,perez,10,15,7
4048,raikkonen,10,12,13
4049,ricciardo,10,7,11
4050,russell,10,19,17
4051,sainz,10,13,10
4052,stroll,10,18,20
4053,vettel,10,6,5
4054,albon,11,17,6
4055,bottas,11,3,4
4056,gasly,11,4,18
4057,giovinazzi,11,11,16
4058,grosjean,11,6,15
4059,hamilton,11,1,1
4060,hulkenberg,11,9,12
4061,kevin_magnussen,11,12,14
4062,kubica,11,19,19
4063,kvyat,11,14,9
4064,leclerc,11,10,3
4065,max_verstappen,11,2,2
4066,norris,11,16,8
4067,perez,11,8,7
4068,raikkonen,11,5,13
4069,ricciardo,11,13,11
